az	peldanyaz	diakaz	el	vissza
695	78	31	2009.07.11	2009.07.12
696	174	75	2009.07.11	2009.07.26
697	240	201	2009.07.11	2009.07.30
698	856	120	2009.07.11	2009.07.26
699	310	239	2009.07.12	2009.07.16
700	627	64	2009.07.12	2009.07.18
701	635	76	2009.07.12	2009.08.09
702	836	116	2009.07.12	2009.07.28
703	186	184	2009.07.12	2009.07.17
704	541	155	2009.07.12	2009.08.08
705	386	209	2009.07.12	2009.07.14
706	350	16	2009.07.12	2009.07.16
707	854	190	2009.07.12	2009.07.27
708	686	152	2009.07.12	2009.07.18
709	948	76	2009.07.12	2009.08.01
710	315	55	2009.07.12	2009.07.27
711	1056	102	2009.07.12	2009.08.03
712	267	182	2009.07.12	2009.07.14
713	739	146	2009.07.12	2009.07.16
714	263	15	2009.07.12	2009.07.14
715	468	166	2009.07.12	2009.07.16
716	577	126	2009.07.12	2009.08.02
717	873	100	2009.07.12	2009.08.10
718	940	40	2009.07.12	2009.07.15
719	327	133	2009.07.12	2009.07.18
720	684	6	2009.07.12	2009.07.14
721	1062	194	2009.07.12	2009.08.04
722	258	54	2009.07.12	2009.07.27
723	25	264	2009.07.12	2009.07.24
724	944	154	2009.07.12	2009.07.14
725	919	268	2009.07.12	2009.08.09
726	1026	225	2009.07.12	2009.07.29
727	13	209	2009.07.12	2009.07.15
728	852	130	2009.07.12	2009.07.15
729	428	18	2009.07.12	2009.08.06
730	23	190	2009.07.12	2009.07.26
731	61	247	2009.07.12	2009.07.24
732	165	75	2009.07.12	2009.08.06
733	993	30	2009.07.12	2009.07.29
734	606	123	2009.07.12	2009.08.04
735	822	60	2009.07.12	2009.07.17
736	785	101	2009.07.12	2009.07.15
737	1024	245	2009.07.12	2009.07.20
738	154	145	2009.07.12	2009.07.14
739	399	177	2009.07.12	2009.07.26
740	316	235	2009.07.12	2009.08.06
741	392	222	2009.07.12	2009.08.09
742	722	159	2009.07.12	2009.08.09
743	829	36	2009.07.12	2009.08.08
744	34	206	2009.07.12	2009.07.15
745	209	131	2009.07.12	2009.07.16
746	578	102	2009.07.12	2009.08.03
747	181	33	2009.07.12	2009.07.17
748	767	106	2009.07.12	2009.07.21
749	894	74	2009.07.12	2009.07.23
750	954	145	2009.07.12	2009.07.13
751	207	113	2009.07.12	2009.07.18
752	772	229	2009.07.12	2009.08.11
753	984	15	2009.07.12	2009.07.14
754	429	69	2009.07.12	2009.07.22
755	876	242	2009.07.12	2009.07.17
756	725	3	2009.07.12	2009.07.15
757	3	131	2009.07.12	2009.07.19
758	728	157	2009.07.12	2009.07.14
759	901	226	2009.07.12	2009.07.13
760	945	6	2009.07.12	2009.07.14
761	839	251	2009.07.12	2009.07.14
762	411	22	2009.07.12	2009.08.03
763	802	196	2009.07.12	2009.07.14
764	918	149	2009.07.12	2009.07.19
765	199	233	2009.07.13	2009.08.04
766	257	77	2009.07.13	2009.07.20
767	480	203	2009.07.13	2009.07.21
768	334	58	2009.07.13	2009.07.20
769	924	96	2009.07.13	2009.07.29
770	47	199	2009.07.13	2009.08.09
771	395	20	2009.07.13	2009.08.05
772	779	218	2009.07.13	2009.07.20
773	727	121	2009.07.13	2009.07.15
774	928	159	2009.07.13	2009.07.26
775	795	98	2009.07.13	2009.07.27
776	1049	158	2009.07.13	2009.07.26
777	989	201	2009.07.13	2009.08.05
778	906	67	2009.07.13	2009.08.08
779	180	83	2009.07.13	2009.07.18
780	691	126	2009.07.13	2009.07.18
781	842	42	2009.07.13	2009.07.22
782	85	226	2009.07.13	2009.07.30
783	455	183	2009.07.13	2009.07.25
784	946	144	2009.07.13	2009.07.17
785	626	136	2009.07.13	2009.08.06
786	373	159	2009.07.13	2009.07.14
787	582	50	2009.07.13	2009.07.24
788	485	150	2009.07.13	2009.07.17
789	957	241	2009.07.13	2009.07.17
790	442	224	2009.07.13	2009.07.21
791	346	5	2009.07.13	2009.07.20
792	435	195	2009.07.13	2009.07.30
793	806	23	2009.07.13	2009.07.15
794	595	13	2009.07.13	2009.07.16
795	17	93	2009.07.13	2009.07.15
796	951	43	2009.07.13	2009.07.16
797	489	140	2009.07.13	2009.07.15
798	10	223	2009.07.13	2009.07.19
799	502	44	2009.07.13	2009.08.04
800	385	215	2009.07.13	2009.07.16
801	820	61	2009.07.13	2009.07.19
802	667	96	2009.07.13	2009.07.29
803	144	232	2009.07.13	2009.07.15
804	763	205	2009.07.13	2009.07.31
805	71	200	2009.07.13	2009.08.07
806	320	38	2009.07.13	2009.07.29
807	520	77	2009.07.13	2009.07.27
808	130	87	2009.07.13	2009.07.20
809	283	262	2009.07.13	2009.08.04
810	304	153	2009.07.13	2009.08.10
811	511	195	2009.07.13	2009.07.17
812	843	124	2009.07.13	2009.07.29
813	1029	5	2009.07.13	2009.07.23
814	643	170	2009.07.13	2009.08.07
815	579	265	2009.07.13	2009.08.07
816	689	116	2009.07.13	2009.07.16
817	1055	263	2009.07.13	2009.07.27
818	721	148	2009.07.13	2009.07.22
819	912	64	2009.07.13	2009.08.01
820	338	101	2009.07.13	2009.07.26
821	66	265	2009.07.13	2009.08.01
822	1078	146	2009.07.13	2009.07.14
823	880	51	2009.07.13	2009.07.21
824	200	2	2009.07.13	2009.07.14
825	712	206	2009.07.13	2009.08.02
826	79	81	2009.07.13	2009.08.09
827	499	163	2009.07.13	2009.07.25
828	786	69	2009.07.14	2009.07.21
829	811	206	2009.07.14	2009.07.20
830	20	204	2009.07.14	2009.07.20
831	463	102	2009.07.14	2009.08.10
832	922	112	2009.07.14	2009.08.12
833	1087	59	2009.07.14	2009.07.30
834	271	195	2009.07.14	2009.07.29
835	342	7	2009.07.14	2009.07.16
836	386	112	2009.07.14	2009.07.19
837	423	199	2009.07.14	2009.08.02
838	709	152	2009.07.14	2009.07.20
839	29	143	2009.07.14	2009.07.20
840	760	70	2009.07.14	2009.07.17
841	339	178	2009.07.14	2009.07.26
842	911	231	2009.07.14	2009.07.17
843	705	107	2009.07.14	2009.07.16
844	39	120	2009.07.14	2009.07.20
845	103	84	2009.07.14	2009.07.15
846	106	256	2009.07.14	2009.07.15
847	48	256	2009.07.14	2009.07.20
848	469	32	2009.07.14	2009.07.24
849	995	135	2009.07.14	2009.07.19
850	1036	212	2009.07.14	2009.07.15
851	74	24	2009.07.14	2009.07.20
852	982	54	2009.07.14	2009.07.21
853	1086	171	2009.07.14	2009.07.18
854	57	119	2009.07.14	2009.08.08
855	60	238	2009.07.14	2009.07.20
856	127	198	2009.07.14	2009.08.07
857	236	196	2009.07.14	2009.07.20
858	540	127	2009.07.14	2009.07.17
859	685	219	2009.07.14	2009.07.31
860	430	119	2009.07.14	2009.07.16
861	494	178	2009.07.14	2009.07.18
862	944	181	2009.07.14	2009.08.12
863	892	211	2009.07.14	2009.07.26
864	996	232	2009.07.14	2009.07.17
865	715	107	2009.07.14	2009.07.16
866	665	144	2009.07.14	2009.07.15
867	408	194	2009.07.14	2009.07.18
868	539	81	2009.07.14	2009.07.16
869	38	19	2009.07.14	2009.07.17
870	153	182	2009.07.14	2009.07.16
871	261	138	2009.07.14	2009.08.05
872	124	212	2009.07.14	2009.07.31
873	898	7	2009.07.14	2009.07.22
874	91	6	2009.07.14	2009.07.18
875	560	42	2009.07.14	2009.07.17
876	54	8	2009.07.14	2009.07.26
877	354	242	2009.07.14	2009.07.20
878	824	97	2009.07.14	2009.08.09
879	658	235	2009.07.14	2009.07.18
880	885	84	2009.07.14	2009.07.30
881	6	202	2009.07.14	2009.07.17
882	866	19	2009.07.14	2009.07.15
883	823	172	2009.07.14	2009.07.19
884	753	2	2009.07.14	2009.07.19
885	884	176	2009.07.14	2009.07.16
886	198	117	2009.07.14	2009.07.31
887	270	39	2009.07.14	2009.07.18
888	985	74	2009.07.14	2009.07.17
889	490	67	2009.07.14	2009.08.01
890	997	202	2009.07.14	2009.07.20
891	736	142	2009.07.14	2009.07.28
892	208	171	2009.07.14	2009.07.18
893	837	45	2009.07.14	2009.07.31
894	857	8	2009.07.14	2009.07.26
895	975	128	2009.07.14	2009.07.15
896	1078	121	2009.07.14	2009.07.23
897	114	176	2009.07.14	2009.08.07
898	903	109	2009.07.14	2009.07.21
899	331	176	2009.07.14	2009.07.16
900	358	117	2009.07.14	2009.07.21
901	389	184	2009.07.14	2009.07.17
902	804	67	2009.07.14	2009.07.18
903	84	19	2009.07.14	2009.07.24
904	323	3	2009.07.14	2009.07.16
905	78	239	2009.07.14	2009.07.26
906	639	251	2009.07.14	2009.07.23
907	756	250	2009.07.15	2009.07.20
908	44	114	2009.07.15	2009.08.08
909	109	163	2009.07.15	2009.07.20
910	826	132	2009.07.15	2009.07.31
911	864	56	2009.07.15	2009.07.23
912	184	255	2009.07.15	2009.07.18
913	380	144	2009.07.15	2009.07.22
914	598	66	2009.07.15	2009.07.16
915	657	214	2009.07.15	2009.08.04
916	645	240	2009.07.15	2009.07.16
917	223	43	2009.07.15	2009.07.16
918	478	98	2009.07.15	2009.07.31
919	2	184	2009.07.15	2009.07.18
920	855	174	2009.07.15	2009.08.05
921	603	150	2009.07.15	2009.08.12
922	700	226	2009.07.15	2009.07.17
923	703	171	2009.07.15	2009.07.29
924	649	126	2009.07.15	2009.08.04
925	237	26	2009.07.15	2009.07.18
926	56	4	2009.07.15	2009.07.21
927	869	230	2009.07.15	2009.08.14
928	12	210	2009.07.15	2009.07.18
929	1058	21	2009.07.15	2009.07.17
930	517	22	2009.07.15	2009.07.28
931	49	241	2009.07.15	2009.07.18
932	418	126	2009.07.15	2009.07.21
933	695	34	2009.07.15	2009.07.21
934	558	143	2009.07.15	2009.07.21
935	172	54	2009.07.15	2009.08.08
936	142	201	2009.07.15	2009.07.21
937	388	221	2009.07.15	2009.07.21
938	451	145	2009.07.15	2009.07.19
939	561	61	2009.07.15	2009.07.16
940	281	231	2009.07.15	2009.07.21
941	707	82	2009.07.15	2009.07.16
942	287	267	2009.07.15	2009.08.12
943	704	45	2009.07.15	2009.07.22
944	245	94	2009.07.15	2009.08.11
945	311	139	2009.07.15	2009.07.22
946	656	215	2009.07.15	2009.08.13
947	675	64	2009.07.15	2009.08.08
948	95	108	2009.07.15	2009.07.21
949	701	261	2009.07.15	2009.07.20
950	371	266	2009.07.15	2009.07.21
951	723	140	2009.07.15	2009.08.02
952	1063	73	2009.07.15	2009.08.06
953	571	232	2009.07.15	2009.07.29
954	303	76	2009.07.15	2009.07.25
955	610	1	2009.07.15	2009.07.17
956	553	268	2009.07.15	2009.07.19
957	21	142	2009.07.15	2009.07.23
958	90	118	2009.07.15	2009.07.19
959	1006	17	2009.07.15	2009.07.22
960	1010	97	2009.07.15	2009.07.30
961	781	38	2009.07.15	2009.08.05
962	22	86	2009.07.15	2009.07.20
963	111	120	2009.07.15	2009.07.30
964	749	113	2009.07.15	2009.07.19
965	899	222	2009.07.15	2009.07.18
966	1073	81	2009.07.15	2009.07.16
967	1060	124	2009.07.15	2009.07.17
968	1090	127	2009.07.15	2009.08.04
969	325	1	2009.07.15	2009.07.17
970	215	170	2009.07.15	2009.07.22
971	681	60	2009.07.15	2009.08.01
972	14	113	2009.07.16	2009.07.20
973	406	68	2009.07.16	2009.08.05
974	789	225	2009.07.16	2009.07.18
975	297	147	2009.07.16	2009.08.14
976	432	132	2009.07.16	2009.07.22
977	554	195	2009.07.16	2009.07.17
978	794	179	2009.07.16	2009.08.11
979	817	71	2009.07.16	2009.08.08
980	376	152	2009.07.16	2009.07.19
981	347	256	2009.07.16	2009.08.02
982	702	55	2009.07.16	2009.07.21
983	342	188	2009.07.16	2009.07.19
984	409	246	2009.07.16	2009.08.07
985	909	203	2009.07.16	2009.08.13
986	1093	101	2009.07.16	2009.08.12
987	308	83	2009.07.16	2009.07.19
988	398	20	2009.07.16	2009.07.20
989	750	132	2009.07.16	2009.07.20
990	819	158	2009.07.16	2009.07.30
991	999	246	2009.07.16	2009.07.19
992	477	216	2009.07.16	2009.07.20
993	177	28	2009.07.16	2009.07.20
994	374	96	2009.07.16	2009.07.21
995	377	214	2009.07.16	2009.08.15
996	92	121	2009.07.16	2009.07.31
997	187	182	2009.07.16	2009.07.17
998	318	49	2009.07.16	2009.07.25
999	397	53	2009.07.16	2009.07.21
1000	696	10	2009.07.16	2009.07.26
1001	865	47	2009.07.16	2009.07.19
1002	595	43	2009.07.16	2009.08.04
1003	251	33	2009.07.16	2009.07.17
1004	313	132	2009.07.16	2009.07.26
1005	158	210	2009.07.16	2009.07.24
1006	561	138	2009.07.16	2009.07.23
1007	644	101	2009.07.16	2009.07.23
1008	974	77	2009.07.16	2009.07.22
1009	706	263	2009.07.16	2009.08.07
1010	939	268	2009.07.16	2009.08.02
1011	518	254	2009.07.16	2009.07.23
1012	987	264	2009.07.16	2009.07.17
1013	13	219	2009.07.16	2009.07.27
1014	707	257	2009.07.16	2009.08.10
1015	434	130	2009.07.16	2009.07.19
1016	848	206	2009.07.16	2009.07.19
1017	70	191	2009.07.16	2009.07.22
1018	19	113	2009.07.16	2009.07.23
1019	746	23	2009.07.16	2009.07.18
1020	580	129	2009.07.16	2009.07.29
1021	272	112	2009.07.16	2009.07.26
1022	998	144	2009.07.16	2009.08.14
1023	790	65	2009.07.16	2009.07.19
1024	296	53	2009.07.16	2009.08.09
1025	963	263	2009.07.16	2009.07.22
1026	614	169	2009.07.16	2009.08.06
1027	1035	163	2009.07.16	2009.07.20
1028	224	180	2009.07.16	2009.07.19
1029	34	38	2009.07.16	2009.08.06
1030	796	127	2009.07.16	2009.08.10
1031	637	69	2009.07.16	2009.07.21
1032	493	264	2009.07.16	2009.07.17
1033	473	198	2009.07.16	2009.07.21
1034	559	67	2009.07.16	2009.08.07
1035	648	33	2009.07.16	2009.07.21
1036	860	42	2009.07.16	2009.07.18
1037	265	186	2009.07.16	2009.07.29
1038	921	212	2009.07.16	2009.07.22
1039	196	93	2009.07.16	2009.08.06
1040	378	10	2009.07.16	2009.07.26
1041	877	180	2009.07.16	2009.08.04
1042	1073	157	2009.07.16	2009.08.14
1043	1099	230	2009.07.16	2009.08.14
1044	661	2	2009.07.16	2009.07.18
1045	1021	63	2009.07.16	2009.07.30
1046	590	259	2009.07.16	2009.07.18
1047	952	154	2009.07.16	2009.08.12
1048	575	23	2009.07.16	2009.08.07
1049	150	52	2009.07.16	2009.07.23
1050	966	148	2009.07.16	2009.08.10
1051	761	268	2009.07.16	2009.08.02
1052	410	125	2009.07.16	2009.07.17
1053	162	117	2009.07.16	2009.07.21
1054	617	105	2009.07.17	2009.08.10
1055	917	96	2009.07.17	2009.07.23
1056	1	150	2009.07.17	2009.07.22
1057	727	141	2009.07.17	2009.07.22
1058	295	248	2009.07.17	2009.08.08
1059	875	75	2009.07.17	2009.08.14
1060	598	73	2009.07.17	2009.08.09
1061	212	140	2009.07.17	2009.08.16
1062	504	157	2009.07.17	2009.07.23
1063	223	134	2009.07.17	2009.08.04
1064	27	247	2009.07.17	2009.07.24
1065	467	93	2009.07.17	2009.08.14
1066	760	34	2009.07.17	2009.07.31
1067	868	189	2009.07.17	2009.07.25
1068	1023	75	2009.07.17	2009.07.24
1069	1046	130	2009.07.17	2009.08.14
1070	1091	16	2009.07.17	2009.07.20
1071	28	135	2009.07.17	2009.07.21
1072	513	99	2009.07.17	2009.07.19
1073	907	222	2009.07.17	2009.08.16
1074	136	84	2009.07.17	2009.08.12
1075	911	138	2009.07.17	2009.07.19
1076	949	135	2009.07.17	2009.07.24
1077	309	186	2009.07.17	2009.07.29
1078	607	89	2009.07.17	2009.08.07
1079	650	111	2009.07.17	2009.07.18
1080	263	78	2009.07.17	2009.08.01
1081	340	248	2009.07.17	2009.07.18
1082	471	113	2009.07.17	2009.07.31
1083	551	54	2009.07.17	2009.08.02
1084	697	154	2009.07.17	2009.07.18
1085	893	100	2009.07.17	2009.07.20
1086	530	34	2009.07.17	2009.07.19
1087	849	151	2009.07.17	2009.07.20
1088	312	159	2009.07.17	2009.07.24
1089	605	146	2009.07.17	2009.07.19
1090	769	127	2009.07.17	2009.08.05
1091	776	51	2009.07.17	2009.07.18
1092	262	3	2009.07.17	2009.08.06
1093	950	149	2009.07.17	2009.07.26
1094	897	19	2009.07.17	2009.08.15
1095	286	167	2009.07.17	2009.07.20
1096	991	43	2009.07.17	2009.07.29
1097	152	8	2009.07.17	2009.07.23
1098	479	190	2009.07.17	2009.08.08
1099	256	40	2009.07.17	2009.08.15
1100	720	142	2009.07.17	2009.07.20
1101	5	189	2009.07.17	2009.08.14
1102	522	85	2009.07.17	2009.07.18
1103	599	52	2009.07.17	2009.07.18
1104	927	208	2009.07.17	2009.07.23
1105	1001	223	2009.07.17	2009.08.04
1106	532	31	2009.07.17	2009.07.20
1107	307	199	2009.07.17	2009.07.21
1108	216	79	2009.07.17	2009.08.04
1109	785	268	2009.07.17	2009.07.21
1110	503	34	2009.07.17	2009.07.21
1111	8	156	2009.07.17	2009.07.19
1112	1074	188	2009.07.17	2009.07.19
1113	41	156	2009.07.17	2009.08.16
1114	201	130	2009.07.17	2009.07.21
1115	69	144	2009.07.17	2009.07.19
1116	931	119	2009.07.17	2009.08.11
1117	269	54	2009.07.17	2009.08.04
1118	337	137	2009.07.17	2009.07.27
1119	193	73	2009.07.17	2009.07.21
1120	742	249	2009.07.17	2009.07.24
1121	977	53	2009.07.17	2009.08.11
1122	984	2	2009.07.17	2009.08.10
1123	737	54	2009.07.17	2009.08.02
1124	780	81	2009.07.17	2009.07.22
1125	524	99	2009.07.17	2009.07.22
1126	609	165	2009.07.17	2009.07.20
1127	876	39	2009.07.17	2009.07.22
1128	234	60	2009.07.17	2009.07.24
1129	986	218	2009.07.17	2009.07.29
1130	888	201	2009.07.17	2009.08.15
1131	850	163	2009.07.17	2009.08.06
1132	690	199	2009.07.17	2009.07.18
1133	945	33	2009.07.17	2009.07.20
1134	11	75	2009.07.17	2009.08.13
1135	1030	144	2009.07.17	2009.07.30
1136	818	174	2009.07.17	2009.08.13
1137	973	91	2009.07.17	2009.07.21
1138	110	165	2009.07.17	2009.07.19
1139	24	246	2009.07.18	2009.08.09
1140	602	83	2009.07.18	2009.07.19
1141	186	266	2009.07.18	2009.08.16
1142	688	53	2009.07.18	2009.07.21
1143	853	133	2009.07.18	2009.08.02
1144	131	99	2009.07.18	2009.07.22
1145	680	55	2009.07.18	2009.08.02
1146	180	162	2009.07.18	2009.07.24
1147	135	174	2009.07.18	2009.07.20
1148	156	168	2009.07.18	2009.07.29
1149	938	212	2009.07.18	2009.07.21
1150	739	70	2009.07.18	2009.07.19
1151	872	111	2009.07.18	2009.08.13
1152	670	117	2009.07.18	2009.08.13
1153	734	130	2009.07.18	2009.07.25
1154	863	86	2009.07.18	2009.07.31
1155	241	146	2009.07.18	2009.08.01
1156	237	27	2009.07.18	2009.07.20
1157	175	48	2009.07.18	2009.07.20
1158	12	16	2009.07.18	2009.07.24
1159	777	212	2009.07.18	2009.08.14
1160	226	152	2009.07.18	2009.07.25
1161	189	118	2009.07.18	2009.08.08
1162	458	166	2009.07.18	2009.08.15
1163	1097	18	2009.07.18	2009.08.17
1164	192	174	2009.07.18	2009.08.05
1165	632	127	2009.07.18	2009.07.20
1166	67	63	2009.07.18	2009.08.15
1167	292	99	2009.07.18	2009.07.22
1168	35	113	2009.07.18	2009.07.25
1169	412	67	2009.07.18	2009.08.13
1170	540	98	2009.07.18	2009.07.28
1171	430	268	2009.07.18	2009.07.22
1172	987	141	2009.07.18	2009.08.02
1173	1039	57	2009.07.18	2009.07.27
1174	301	114	2009.07.18	2009.07.19
1175	408	161	2009.07.18	2009.07.22
1176	968	207	2009.07.18	2009.07.22
1177	1028	15	2009.07.18	2009.07.30
1178	646	190	2009.07.18	2009.08.03
1179	321	62	2009.07.18	2009.07.22
1180	549	217	2009.07.18	2009.07.21
1181	345	124	2009.07.18	2009.07.19
1182	1053	243	2009.07.18	2009.07.19
1183	1031	27	2009.07.18	2009.07.20
1184	492	59	2009.07.18	2009.07.21
1185	157	84	2009.07.18	2009.08.11
1186	493	141	2009.07.18	2009.08.02
1187	610	83	2009.07.18	2009.07.23
1188	40	72	2009.07.18	2009.07.19
1189	270	145	2009.07.18	2009.07.31
1190	170	239	2009.07.18	2009.08.02
1191	511	44	2009.07.18	2009.08.14
1192	596	202	2009.07.18	2009.08.05
1193	895	86	2009.07.18	2009.07.31
1194	515	74	2009.07.18	2009.08.13
1195	349	43	2009.07.18	2009.08.11
1196	725	59	2009.07.18	2009.07.19
1197	555	218	2009.07.18	2009.07.26
1198	1016	36	2009.07.18	2009.08.05
1199	208	268	2009.07.18	2009.08.14
1200	4	228	2009.07.18	2009.08.16
1201	1047	82	2009.07.18	2009.07.23
1202	1075	151	2009.07.18	2009.07.19
1203	1077	212	2009.07.18	2009.08.13
1204	881	100	2009.07.18	2009.07.27
1205	1092	194	2009.07.18	2009.08.05
1206	389	97	2009.07.18	2009.07.22
1207	638	252	2009.07.18	2009.07.22
1208	164	176	2009.07.18	2009.08.03
1209	325	83	2009.07.18	2009.07.23
1210	729	112	2009.07.18	2009.07.22
1211	1048	32	2009.07.18	2009.08.08
1212	1082	179	2009.07.19	2009.07.24
1213	113	220	2009.07.19	2009.07.25
1214	838	54	2009.07.19	2009.07.23
1215	870	209	2009.07.19	2009.08.07
1216	692	53	2009.07.19	2009.07.25
1217	647	205	2009.07.19	2009.08.05
1218	501	232	2009.07.19	2009.07.22
1219	206	45	2009.07.19	2009.07.21
1220	468	85	2009.07.19	2009.08.03
1221	86	57	2009.07.19	2009.07.22
1222	484	62	2009.07.19	2009.07.24
1223	505	92	2009.07.19	2009.08.07
1224	936	202	2009.07.19	2009.08.02
1225	771	1	2009.07.19	2009.07.30
1226	327	234	2009.07.19	2009.07.21
1227	251	147	2009.07.19	2009.08.04
1228	379	249	2009.07.19	2009.08.07
1229	996	30	2009.07.19	2009.07.23
1230	1032	90	2009.07.19	2009.08.13
1231	805	251	2009.07.19	2009.07.28
1232	232	9	2009.07.19	2009.07.30
1233	178	169	2009.07.19	2009.07.24
1234	592	110	2009.07.19	2009.07.25
1235	694	15	2009.07.19	2009.08.03
1236	835	129	2009.07.19	2009.08.12
1237	444	217	2009.07.19	2009.07.25
1238	483	221	2009.07.19	2009.08.11
1239	1005	253	2009.07.19	2009.07.27
1240	584	90	2009.07.19	2009.07.25
1241	89	227	2009.07.19	2009.07.25
1242	370	159	2009.07.19	2009.07.25
1243	527	121	2009.07.19	2009.08.12
1244	599	131	2009.07.19	2009.07.21
1245	50	84	2009.07.19	2009.08.17
1246	434	134	2009.07.19	2009.07.24
1247	91	13	2009.07.19	2009.07.25
1248	317	203	2009.07.19	2009.07.31
1249	102	62	2009.07.19	2009.07.24
1250	115	51	2009.07.19	2009.08.15
1251	636	220	2009.07.19	2009.07.25
1252	962	157	2009.07.19	2009.07.25
1253	279	108	2009.07.19	2009.08.11
1254	341	243	2009.07.19	2009.07.25
1255	466	9	2009.07.19	2009.08.12
1256	105	58	2009.07.19	2009.08.16
1257	167	141	2009.07.19	2009.08.18
1258	568	175	2009.07.19	2009.07.20
1259	866	79	2009.07.19	2009.08.11
1260	217	15	2009.07.19	2009.08.09
1261	553	33	2009.07.19	2009.08.06
1262	569	264	2009.07.19	2009.07.22
1263	860	118	2009.07.19	2009.07.21
1264	228	155	2009.07.19	2009.07.29
1265	1085	169	2009.07.19	2009.07.26
1266	132	9	2009.07.19	2009.07.25
1267	447	117	2009.07.19	2009.08.18
1268	291	25	2009.07.19	2009.08.03
1269	436	157	2009.07.19	2009.07.25
1270	422	165	2009.07.19	2009.08.05
1271	107	57	2009.07.19	2009.07.21
1272	815	174	2009.07.19	2009.07.20
1273	1038	32	2009.07.19	2009.07.25
1274	155	125	2009.07.19	2009.07.23
1275	274	103	2009.07.19	2009.08.14
1276	528	57	2009.07.19	2009.07.23
1277	133	258	2009.07.20	2009.08.04
1278	756	241	2009.07.20	2009.07.30
1279	811	181	2009.07.20	2009.08.01
1280	82	73	2009.07.20	2009.07.21
1281	415	135	2009.07.20	2009.08.09
1282	1042	260	2009.07.20	2009.07.25
1283	459	23	2009.07.20	2009.08.11
1284	402	213	2009.07.20	2009.07.23
1285	211	130	2009.07.20	2009.08.13
1286	1069	1	2009.07.20	2009.07.22
1287	792	261	2009.07.20	2009.07.28
1288	967	157	2009.07.20	2009.08.08
1289	222	34	2009.07.20	2009.08.04
1290	946	258	2009.07.20	2009.08.17
1291	231	206	2009.07.20	2009.07.25
1292	700	246	2009.07.20	2009.07.29
1293	750	141	2009.07.20	2009.07.28
1294	39	260	2009.07.20	2009.07.23
1295	103	186	2009.07.20	2009.08.08
1296	268	21	2009.07.20	2009.07.26
1297	629	184	2009.07.20	2009.07.22
1298	452	261	2009.07.20	2009.07.21
1299	177	98	2009.07.20	2009.08.09
1300	175	198	2009.07.20	2009.08.15
1301	179	265	2009.07.20	2009.07.30
1302	800	246	2009.07.20	2009.07.28
1303	803	161	2009.07.20	2009.07.31
1304	276	187	2009.07.20	2009.07.29
1305	1013	45	2009.07.20	2009.07.26
1306	776	13	2009.07.20	2009.07.21
1307	1017	64	2009.07.20	2009.08.04
1308	1036	259	2009.07.20	2009.08.07
1309	219	8	2009.07.20	2009.07.22
1310	1086	143	2009.07.20	2009.07.21
1311	446	171	2009.07.20	2009.07.25
1312	956	15	2009.07.20	2009.07.24
1313	684	251	2009.07.20	2009.08.15
1314	405	179	2009.07.20	2009.08.04
1315	145	218	2009.07.20	2009.07.26
1316	451	256	2009.07.20	2009.08.02
1317	1057	208	2009.07.20	2009.08.03
1318	673	192	2009.07.20	2009.07.27
1319	915	8	2009.07.20	2009.08.12
1320	396	114	2009.07.20	2009.07.21
1321	536	153	2009.07.20	2009.08.02
1322	68	6	2009.07.20	2009.08.17
1323	55	122	2009.07.20	2009.08.07
1324	782	180	2009.07.20	2009.07.24
1325	188	89	2009.07.20	2009.08.10
1326	748	177	2009.07.20	2009.08.02
1327	560	46	2009.07.20	2009.08.09
1328	976	137	2009.07.20	2009.08.02
1329	1068	46	2009.07.20	2009.07.27
1330	161	27	2009.07.20	2009.07.28
1331	618	56	2009.07.20	2009.08.12
1332	525	207	2009.07.20	2009.07.26
1333	42	240	2009.07.20	2009.08.05
