id	hallgatoid	datum	lap	oldal
3555	54	2013.02.17	21	1
3556	87	2013.02.17	22	2
3557	41	2013.02.17	18	2
3558	1	2013.02.17	18	1
3559	60	2013.02.17	24	1
3560	74	2013.02.18	26	1
3561	33	2013.02.18	12	1
3562	28	2013.02.19	22	1
3563	64	2013.02.19	16	1
3564	59	2013.02.19	26	1
3565	4	2013.02.19	17	1
3566	36	2013.02.19	28	2
3567	50	2013.02.19	22	1
3568	30	2013.02.19	10	2
3569	64	2013.02.19	4	1
3570	16	2013.02.19	5	1
3571	8	2013.02.19	21	2
3572	57	2013.02.19	3	1
3573	37	2013.02.19	1	1
3574	11	2013.02.19	17	2
3575	80	2013.02.19	10	1
3576	44	2013.02.19	9	1
3577	53	2013.02.19	26	2
3578	25	2013.02.19	16	1
3579	39	2013.02.19	28	1
3580	53	2013.02.19	8	1
3581	23	2013.02.19	21	2
3582	56	2013.02.19	15	2
3583	88	2013.02.19	27	1
3584	55	2013.02.19	15	1
3585	81	2013.02.20	23	1
3586	47	2013.02.20	2	1
3587	31	2013.02.20	26	2
3588	56	2013.02.20	29	2
3589	76	2013.02.20	5	2
3590	79	2013.02.20	16	1
3591	57	2013.02.20	13	1
3592	83	2013.02.20	15	1
3593	70	2013.02.20	3	1
3594	7	2013.02.20	28	1
3595	87	2013.02.20	9	1
3596	61	2013.02.20	21	1
3597	17	2013.02.20	26	1
3598	57	2013.02.20	9	1
3599	20	2013.02.20	7	1
3600	10	2013.02.20	15	1
3601	38	2013.02.20	6	1
3602	83	2013.02.20	14	1
3603	9	2013.02.20	21	1
3604	53	2013.02.20	22	2
3605	27	2013.02.20	22	2
3606	72	2013.02.20	3	2
3607	76	2013.02.20	30	2
3608	87	2013.02.20	17	1
3609	40	2013.02.20	10	1
3610	27	2013.02.20	20	1
3611	22	2013.02.20	17	1
3612	43	2013.02.20	1	1
3613	7	2013.02.20	29	2
3614	47	2013.02.20	21	1
3615	44	2013.02.20	6	2
3616	73	2013.02.20	7	2
3617	78	2013.02.20	15	1
3618	72	2013.02.20	13	2
3619	27	2013.02.20	29	1
3620	19	2013.02.20	29	1
3621	20	2013.02.20	1	2
3622	15	2013.02.21	20	1
3623	27	2013.02.21	24	2
3624	78	2013.02.21	20	1
3625	67	2013.02.21	9	1
3626	87	2013.02.21	17	1
3627	10	2013.02.21	10	2
3628	75	2013.02.21	14	1
3629	68	2013.02.21	13	2
3630	78	2013.02.21	23	2
3631	75	2013.02.21	21	1
3632	27	2013.02.21	29	1
3633	54	2013.02.21	14	1
3634	36	2013.02.21	26	1
3635	80	2013.02.21	1	1
3636	66	2013.02.21	23	1
3637	29	2013.02.21	3	1
3638	2	2013.02.21	6	1
3639	28	2013.02.21	9	1
3640	22	2013.02.21	3	1
3641	62	2013.02.21	1	2
3642	38	2013.02.21	24	1
3643	70	2013.02.21	27	1
3644	38	2013.02.21	3	1
3645	71	2013.02.21	11	2
3646	83	2013.02.21	10	1
3647	74	2013.02.21	9	1
3648	7	2013.02.21	25	1
3649	40	2013.02.21	25	1
3650	28	2013.02.21	20	2
3651	54	2013.02.21	30	1
3652	27	2013.02.21	15	1
3653	42	2013.02.21	2	2
3654	10	2013.02.21	30	1
3655	10	2013.02.21	4	1
3656	70	2013.02.21	29	1
3657	50	2013.02.21	17	1
3658	11	2013.02.21	14	1
3659	61	2013.02.21	28	1
3660	33	2013.02.21	25	2
3661	52	2013.02.21	30	1
3662	48	2013.02.21	10	1
3663	81	2013.02.21	27	2
3664	89	2013.02.21	8	1
3665	77	2013.02.21	5	2
3666	54	2013.02.21	19	1
3667	6	2013.02.21	8	1
3668	41	2013.02.21	11	1
3669	85	2013.02.21	6	1
3670	41	2013.02.21	9	1
3671	54	2013.02.22	26	1
3672	59	2013.02.22	18	1
3673	85	2013.02.22	15	1
3674	83	2013.02.22	20	1
3675	53	2013.02.22	4	2
3676	33	2013.02.22	5	1
3677	27	2013.02.22	29	1
3678	85	2013.02.22	21	1
3679	28	2013.02.22	13	1
3680	33	2013.02.22	25	1
3681	21	2013.02.23	1	1
3682	14	2013.02.23	7	2
3683	16	2013.02.23	25	2
3684	62	2013.02.23	10	2
3685	19	2013.02.23	14	1
3686	30	2013.02.23	14	1
3687	75	2013.02.23	3	1
3688	5	2013.02.23	16	2
3689	23	2013.02.23	2	2
3690	8	2013.02.23	27	2
3691	41	2013.02.23	24	1
3692	66	2013.02.23	26	1
3693	64	2013.02.23	26	1
3694	22	2013.02.23	13	1
3695	39	2013.02.23	1	1
3696	73	2013.02.23	29	2
3697	78	2013.02.23	20	1
3698	10	2013.02.23	22	1
3699	70	2013.02.23	29	1
3700	83	2013.02.23	14	1
3701	64	2013.02.23	4	2
3702	42	2013.02.23	13	2
3703	70	2013.02.23	26	1
3704	54	2013.02.23	26	2
3705	92	2013.02.23	3	1
3706	26	2013.02.23	9	1
3707	77	2013.02.23	15	1
3708	12	2013.02.23	10	1
3709	51	2013.02.23	30	1
3710	33	2013.02.23	6	2
3711	24	2013.02.23	8	1
3712	62	2013.02.24	27	2
3713	9	2013.02.24	25	1
3714	43	2013.02.24	14	2
3715	76	2013.02.24	14	1
3716	69	2013.02.24	14	2
3717	83	2013.02.25	17	1
3718	19	2013.02.25	11	1
3719	51	2013.02.26	28	1
3720	24	2013.02.26	3	1
3721	44	2013.02.26	4	1
3722	2	2013.02.26	4	1
3723	42	2013.02.26	5	1
3724	60	2013.02.26	5	1
3725	52	2013.02.26	1	1
3726	21	2013.02.26	10	2
3727	19	2013.02.26	10	1
3728	78	2013.02.26	5	2
3729	39	2013.02.26	22	2
3730	11	2013.02.26	30	1
3731	92	2013.02.26	5	1
3732	91	2013.02.26	19	1
3733	8	2013.02.26	9	1
3734	60	2013.02.26	19	1
3735	78	2013.02.26	30	2
3736	16	2013.02.26	15	1
3737	50	2013.02.26	25	1
3738	85	2013.02.26	9	1
3739	86	2013.02.26	3	2
3740	10	2013.02.26	11	1
3741	49	2013.02.26	20	2
3742	50	2013.02.26	21	1
3743	42	2013.02.26	17	1
3744	15	2013.02.26	28	2
3745	67	2013.02.26	23	1
3746	43	2013.02.26	23	1
3747	71	2013.02.26	16	2
3748	35	2013.02.26	27	2
3749	3	2013.02.26	21	1
3750	23	2013.02.26	17	2
3751	7	2013.02.26	24	1
3752	74	2013.02.26	13	1
3753	29	2013.02.26	21	1
3754	39	2013.02.26	13	2
3755	44	2013.02.26	28	1
3756	15	2013.02.26	17	1
3757	43	2013.02.26	18	1
3758	63	2013.02.27	1	1
3759	59	2013.02.27	9	1
3760	51	2013.02.27	18	1
3761	84	2013.02.27	22	2
3762	14	2013.02.27	1	1
3763	9	2013.02.27	14	2
3764	79	2013.02.27	1	1
3765	77	2013.02.27	4	1
3766	16	2013.02.27	27	1
3767	30	2013.02.27	28	2
3768	33	2013.02.28	24	2
3769	58	2013.02.28	29	2
3770	61	2013.02.28	8	1
3771	21	2013.02.28	1	2
3772	38	2013.02.28	22	1
3773	58	2013.02.28	14	1
3774	19	2013.02.28	21	1
3775	21	2013.02.28	1	2
3776	21	2013.02.28	11	2
3777	29	2013.02.28	28	1
3778	73	2013.02.28	1	1
3779	21	2013.02.28	15	1
3780	25	2013.02.28	14	1
3781	57	2013.02.28	24	1
3782	79	2013.02.28	4	1
3783	22	2013.02.28	29	2
3784	24	2013.02.28	18	1
3785	25	2013.02.28	27	1
3786	60	2013.02.28	4	2
3787	69	2013.02.28	1	1
3788	82	2013.03.01	5	1
3789	82	2013.03.01	21	1
3790	55	2013.03.01	8	2
3791	64	2013.03.01	21	1
3792	36	2013.03.01	17	1
3793	68	2013.03.01	10	1
3794	21	2013.03.01	11	1
3795	56	2013.03.01	16	2
3796	63	2013.03.01	3	1
3797	35	2013.03.02	24	2
3798	77	2013.03.02	30	1
3799	39	2013.03.02	11	2
3800	19	2013.03.02	28	1
3801	50	2013.03.02	16	1
3802	28	2013.03.02	26	2
3803	69	2013.03.02	25	1
3804	69	2013.03.02	17	2
3805	92	2013.03.02	26	1
3806	83	2013.03.02	18	1
3807	76	2013.03.02	4	2
3808	48	2013.03.02	8	1
3809	14	2013.03.02	15	2
3810	39	2013.03.02	28	1
3811	60	2013.03.02	24	1
3812	83	2013.03.02	27	2
3813	23	2013.03.02	3	2
3814	86	2013.03.02	12	1
3815	89	2013.03.02	24	1
3816	80	2013.03.02	6	1
3817	21	2013.03.02	17	1
3818	37	2013.03.02	21	1
3819	60	2013.03.02	19	1
3820	38	2013.03.02	20	1
3821	72	2013.03.03	21	1
3822	92	2013.03.03	5	1
3823	19	2013.03.03	11	1
3824	30	2013.03.03	12	1
3825	77	2013.03.03	30	2
3826	36	2013.03.03	21	1
3827	31	2013.03.03	24	1
3828	17	2013.03.03	7	1
3829	92	2013.03.03	10	1
3830	51	2013.03.03	7	1
3831	42	2013.03.03	13	1
3832	48	2013.03.03	13	1
3833	16	2013.03.03	2	1
3834	44	2013.03.03	5	2
3835	16	2013.03.04	17	1
3836	38	2013.03.04	8	1
3837	14	2013.03.04	22	1
3838	70	2013.03.04	26	2
3839	17	2013.03.04	2	1
3840	61	2013.03.04	27	1
3841	18	2013.03.04	22	2
3842	23	2013.03.04	14	1
3843	91	2013.03.04	7	1
3844	8	2013.03.04	15	1
3845	88	2013.03.04	7	1
3846	70	2013.03.04	12	2
3847	80	2013.03.04	7	1
3848	3	2013.03.04	10	1
3849	29	2013.03.04	1	1
3850	44	2013.03.04	2	1
3851	42	2013.03.04	25	2
3852	43	2013.03.04	21	1
3853	1	2013.03.04	10	1
3854	1	2013.03.04	14	2
3855	79	2013.03.04	14	2
3856	18	2013.03.04	11	2
3857	6	2013.03.04	20	2
3858	88	2013.03.04	17	1
3859	7	2013.03.04	14	1
3860	36	2013.03.04	14	1
3861	2	2013.03.04	10	1
3862	55	2013.03.04	10	1
3863	78	2013.03.04	24	1
3864	27	2013.03.04	6	2
3865	67	2013.03.04	28	1
3866	33	2013.03.04	21	2
3867	13	2013.03.04	26	1
3868	54	2013.03.04	2	1
3869	70	2013.03.04	16	2
3870	2	2013.03.04	1	2
3871	53	2013.03.04	28	1
3872	17	2013.03.04	1	1
3873	8	2013.03.04	27	1
3874	56	2013.03.04	7	1
3875	74	2013.03.04	28	1
3876	43	2013.03.04	18	1
3877	49	2013.03.04	5	2
3878	5	2013.03.04	16	1
3879	59	2013.03.04	13	2
3880	42	2013.03.04	6	2
3881	33	2013.03.04	26	2
3882	28	2013.03.04	26	1
3883	49	2013.03.05	21	1
3884	29	2013.03.05	16	2
3885	24	2013.03.05	3	2
3886	78	2013.03.05	26	1
3887	87	2013.03.05	28	1
3888	91	2013.03.05	9	2
3889	5	2013.03.05	2	2
3890	59	2013.03.05	29	1
3891	64	2013.03.05	3	1
3892	78	2013.03.05	3	1
3893	3	2013.03.05	7	1
3894	18	2013.03.05	12	1
3895	52	2013.03.05	1	1
3896	7	2013.03.05	6	1
3897	74	2013.03.05	8	1
3898	41	2013.03.05	8	2
3899	57	2013.03.05	29	1
3900	85	2013.03.06	23	1
3901	85	2013.03.06	7	1
3902	46	2013.03.06	9	2
3903	24	2013.03.06	17	1
3904	75	2013.03.06	24	1
3905	87	2013.03.06	10	1
3906	55	2013.03.06	17	1
3907	7	2013.03.06	24	1
3908	30	2013.03.06	13	1
3909	43	2013.03.06	3	1
3910	6	2013.03.06	18	1
3911	80	2013.03.06	5	1
3912	7	2013.03.06	3	2
3913	5	2013.03.06	24	1
3914	88	2013.03.06	16	1
3915	30	2013.03.06	3	1
3916	35	2013.03.06	26	2
3917	59	2013.03.06	8	2
3918	47	2013.03.06	7	1
3919	64	2013.03.06	19	1
3920	79	2013.03.06	7	1
3921	45	2013.03.06	15	1
3922	8	2013.03.06	1	1
3923	2	2013.03.06	24	1
3924	5	2013.03.06	27	2
3925	92	2013.03.06	23	1
3926	19	2013.03.06	21	2
3927	83	2013.03.06	27	1
3928	82	2013.03.06	23	1
3929	27	2013.03.06	26	1
3930	8	2013.03.06	4	1
3931	75	2013.03.06	22	2
3932	58	2013.03.06	29	2
3933	5	2013.03.06	14	1
3934	25	2013.03.06	14	1
3935	49	2013.03.06	8	1
3936	7	2013.03.06	18	1
3937	88	2013.03.06	18	2
3938	51	2013.03.06	2	1
3939	67	2013.03.06	7	1
3940	33	2013.03.06	4	1
3941	90	2013.03.06	5	1
3942	80	2013.03.06	2	1
3943	46	2013.03.06	25	1
3944	4	2013.03.07	16	2
3945	37	2013.03.07	12	1
3946	47	2013.03.07	8	1
3947	59	2013.03.07	18	1
3948	4	2013.03.07	30	1
3949	14	2013.03.07	29	1
3950	35	2013.03.07	9	1
3951	92	2013.03.07	24	1
3952	11	2013.03.07	5	1
3953	80	2013.03.07	25	1
3954	70	2013.03.07	9	1
3955	53	2013.03.07	20	2
3956	92	2013.03.07	8	1
3957	60	2013.03.07	18	1
3958	81	2013.03.07	12	1
3959	34	2013.03.07	27	1
3960	44	2013.03.07	1	1
3961	73	2013.03.07	11	1
3962	75	2013.03.07	26	2
3963	86	2013.03.07	28	1
3964	42	2013.03.07	4	2
3965	78	2013.03.07	18	1
3966	3	2013.03.07	5	1
3967	6	2013.03.07	29	2
3968	87	2013.03.07	15	1
3969	77	2013.03.07	23	1
3970	61	2013.03.07	4	2
3971	46	2013.03.07	9	1
3972	38	2013.03.07	3	1
3973	63	2013.03.07	29	2
3974	76	2013.03.07	25	1
3975	43	2013.03.07	14	2
3976	29	2013.03.07	2	2
3977	43	2013.03.07	2	1
3978	92	2013.03.07	3	1
3979	65	2013.03.07	23	1
3980	9	2013.03.07	6	1
3981	28	2013.03.07	4	2
3982	33	2013.03.07	3	2
3983	55	2013.03.07	15	1
3984	84	2013.03.07	30	2
3985	34	2013.03.07	1	1
3986	91	2013.03.07	29	2
3987	39	2013.03.07	2	1
3988	77	2013.03.07	24	1
3989	48	2013.03.07	5	1
3990	36	2013.03.07	14	1
3991	21	2013.03.07	20	2
3992	11	2013.03.07	8	2
3993	67	2013.03.07	19	1
3994	3	2013.03.07	19	1
3995	56	2013.03.07	5	1
3996	75	2013.03.07	24	1
3997	15	2013.03.07	24	2
3998	7	2013.03.07	12	2
3999	37	2013.03.07	12	1
4000	78	2013.03.07	9	1
4001	46	2013.03.07	12	1
4002	7	2013.03.08	30	2
4003	88	2013.03.08	2	2
4004	11	2013.03.08	13	1
4005	92	2013.03.08	17	2
4006	53	2013.03.08	2	2
4007	79	2013.03.08	19	1
4008	49	2013.03.08	30	1
4009	15	2013.03.08	24	1
4010	51	2013.03.08	10	1
4011	62	2013.03.09	28	1
4012	5	2013.03.09	6	1
4013	53	2013.03.09	24	1
4014	51	2013.03.09	6	1
4015	5	2013.03.09	21	2
4016	14	2013.03.09	13	1
4017	88	2013.03.09	19	2
4018	57	2013.03.09	30	2
4019	90	2013.03.09	12	1
4020	90	2013.03.09	5	2
4021	27	2013.03.09	6	2
4022	27	2013.03.09	13	1
4023	49	2013.03.09	29	1
4024	74	2013.03.09	9	1
4025	50	2013.03.09	5	2
4026	61	2013.03.09	24	1
4027	35	2013.03.09	12	2
4028	53	2013.03.09	21	2
4029	82	2013.03.09	29	1
4030	64	2013.03.09	19	1
4031	71	2013.03.09	18	2
4032	17	2013.03.09	23	2
4033	20	2013.03.09	4	2
4034	54	2013.03.09	29	1
4035	41	2013.03.09	14	1
4036	46	2013.03.09	25	1
4037	42	2013.03.09	4	1
4038	17	2013.03.09	19	2
4039	13	2013.03.09	3	1
4040	42	2013.03.09	20	1
4041	22	2013.03.09	28	1
4042	67	2013.03.09	23	1
4043	3	2013.03.09	26	1
4044	25	2013.03.09	22	1
4045	51	2013.03.09	12	2
4046	7	2013.03.09	24	1
4047	92	2013.03.09	22	1
4048	45	2013.03.09	3	1
4049	67	2013.03.09	2	1
4050	21	2013.03.09	15	1
4051	47	2013.03.09	4	1
4052	58	2013.03.09	18	1
4053	52	2013.03.09	13	1
4054	57	2013.03.09	7	1
4055	30	2013.03.09	2	2
4056	80	2013.03.09	17	1
4057	42	2013.03.09	23	1
4058	66	2013.03.09	28	1
4059	55	2013.03.09	10	2
4060	62	2013.03.10	26	1
4061	22	2013.03.10	11	1
4062	69	2013.03.10	15	1
4063	56	2013.03.10	2	1
4064	51	2013.03.10	13	1
4065	63	2013.03.10	9	1
4066	42	2013.03.10	9	1
4067	92	2013.03.10	23	2
4068	82	2013.03.10	12	1
4069	29	2013.03.10	28	1
4070	14	2013.03.10	25	2
4071	3	2013.03.10	6	1
4072	21	2013.03.10	28	1
4073	26	2013.03.10	23	1
4074	2	2013.03.10	17	1
4075	39	2013.03.10	6	2
4076	30	2013.03.10	16	1
4077	73	2013.03.10	5	2
4078	71	2013.03.10	11	1
4079	80	2013.03.10	9	2
4080	68	2013.03.10	10	2
4081	36	2013.03.10	12	2
4082	17	2013.03.10	27	2
4083	73	2013.03.10	21	2
4084	68	2013.03.10	3	1
4085	26	2013.03.10	27	2
4086	63	2013.03.10	13	1
4087	89	2013.03.10	4	1
4088	85	2013.03.10	26	1
4089	21	2013.03.10	19	2
4090	89	2013.03.10	25	1
4091	11	2013.03.10	14	1
4092	1	2013.03.10	10	2
4093	46	2013.03.10	21	2
4094	60	2013.03.10	4	1
4095	37	2013.03.10	16	1
4096	36	2013.03.10	15	1
4097	21	2013.03.10	6	1
4098	35	2013.03.10	9	1
4099	75	2013.03.10	5	1
4100	56	2013.03.10	22	2
4101	82	2013.03.10	1	1
4102	65	2013.03.10	17	1
4103	74	2013.03.10	27	2
4104	37	2013.03.11	12	1
4105	54	2013.03.11	13	1
4106	31	2013.03.11	30	1
4107	31	2013.03.11	25	2
4108	82	2013.03.11	4	1
4109	54	2013.03.11	13	1
4110	73	2013.03.11	23	2
4111	80	2013.03.11	25	2
4112	41	2013.03.12	26	1
4113	48	2013.03.12	26	1
4114	66	2013.03.12	17	1
4115	70	2013.03.12	22	1
4116	19	2013.03.12	8	2
4117	22	2013.03.13	27	2
4118	76	2013.03.13	25	1
4119	61	2013.03.13	1	1
4120	81	2013.03.13	8	1
4121	31	2013.03.13	4	1
4122	91	2013.03.13	8	1
4123	50	2013.03.13	7	1
4124	47	2013.03.13	23	1
4125	10	2013.03.13	25	2
4126	59	2013.03.14	14	1
4127	42	2013.03.14	5	1
4128	91	2013.03.14	5	1
4129	72	2013.03.14	27	1
4130	85	2013.03.14	21	2
4131	61	2013.03.14	16	1
4132	73	2013.03.14	2	2
4133	61	2013.03.14	26	1
4134	41	2013.03.15	27	1
4135	42	2013.03.15	24	2
4136	54	2013.03.15	11	1
4137	30	2013.03.15	3	1
4138	70	2013.03.15	10	1
4139	34	2013.03.15	18	2
4140	23	2013.03.15	25	2
4141	43	2013.03.15	17	1
4142	22	2013.03.15	23	1
4143	68	2013.03.15	29	1
4144	25	2013.03.15	13	1
4145	60	2013.03.15	10	2
4146	28	2013.03.15	9	2
4147	2	2013.03.15	17	1
4148	71	2013.03.15	22	2
4149	73	2013.03.15	7	1
4150	3	2013.03.15	12	2
4151	64	2013.03.15	18	1
4152	70	2013.03.16	9	1
4153	91	2013.03.16	14	1
4154	66	2013.03.16	18	1
4155	49	2013.03.16	12	2
4156	10	2013.03.16	19	1
4157	85	2013.03.16	1	2
4158	25	2013.03.16	27	1
4159	82	2013.03.16	17	2
4160	27	2013.03.16	19	2
4161	22	2013.03.16	30	1
4162	61	2013.03.16	17	1
4163	55	2013.03.16	27	2
4164	79	2013.03.16	30	1
4165	67	2013.03.16	18	1
4166	63	2013.03.16	20	2
4167	72	2013.03.17	21	1
4168	91	2013.03.17	29	2
4169	59	2013.03.17	22	1
4170	18	2013.03.17	25	2
4171	66	2013.03.17	21	1
4172	58	2013.03.18	18	1
4173	62	2013.03.19	26	2
4174	77	2013.03.19	20	2
4175	22	2013.03.19	3	2
4176	67	2013.03.19	9	1
4177	20	2013.03.19	27	1
4178	17	2013.03.19	16	1
4179	15	2013.03.19	6	1
4180	54	2013.03.19	1	1
4181	80	2013.03.19	2	2
4182	77	2013.03.19	20	1
4183	15	2013.03.19	11	2
4184	12	2013.03.19	18	1
4185	85	2013.03.19	18	2
4186	44	2013.03.19	16	1
4187	12	2013.03.20	6	1
4188	12	2013.03.20	4	1
4189	7	2013.03.20	25	1
4190	76	2013.03.20	23	1
4191	16	2013.03.20	30	2
4192	33	2013.03.20	1	1
4193	54	2013.03.20	1	2
4194	31	2013.03.20	21	1
4195	30	2013.03.20	3	1
4196	43	2013.03.20	9	1
4197	7	2013.03.20	18	1
4198	31	2013.03.20	29	2
4199	28	2013.03.20	15	1
4200	8	2013.03.20	5	1
4201	23	2013.03.20	18	2
4202	58	2013.03.20	30	2
4203	53	2013.03.20	12	1
4204	70	2013.03.20	7	1
4205	83	2013.03.20	15	1
4206	19	2013.03.20	22	1
4207	66	2013.03.20	19	1
4208	44	2013.03.21	15	1
4209	78	2013.03.21	2	1
4210	83	2013.03.21	24	2
4211	65	2013.03.21	13	1
4212	1	2013.03.21	20	2
4213	18	2013.03.21	9	1
4214	73	2013.03.21	5	1
4215	85	2013.03.21	24	1
4216	91	2013.03.21	16	1
4217	4	2013.03.21	16	1
4218	14	2013.03.21	30	1
4219	28	2013.03.21	30	2
4220	88	2013.03.21	12	1
4221	10	2013.03.21	27	1
4222	17	2013.03.21	2	1
4223	73	2013.03.22	24	1
4224	20	2013.03.22	14	2
4225	56	2013.03.22	15	2
4226	63	2013.03.22	21	1
4227	77	2013.03.22	25	1
4228	87	2013.03.22	25	1
4229	11	2013.03.22	27	1
4230	79	2013.03.22	16	2
4231	58	2013.03.22	10	1
4232	60	2013.03.22	19	1
4233	22	2013.03.22	17	1
4234	12	2013.03.22	13	2
4235	50	2013.03.22	11	1
4236	85	2013.03.22	6	2
4237	45	2013.03.22	30	1
4238	88	2013.03.22	20	2
4239	69	2013.03.23	13	1
4240	89	2013.03.23	2	1
4241	5	2013.03.23	10	2
4242	84	2013.03.23	23	2
4243	42	2013.03.23	13	1
4244	36	2013.03.23	27	1
4245	31	2013.03.23	30	2
4246	3	2013.03.23	24	2
4247	81	2013.03.23	23	1
4248	61	2013.03.23	22	2
4249	77	2013.03.23	13	1
4250	37	2013.03.23	8	1
4251	89	2013.03.23	10	1
4252	85	2013.03.23	15	1
4253	35	2013.03.23	26	1
4254	34	2013.03.23	24	1
4255	75	2013.03.23	12	2
4256	22	2013.03.23	22	2
4257	37	2013.03.23	7	2
4258	73	2013.03.23	12	2
4259	39	2013.03.23	6	1
4260	27	2013.03.23	21	2
4261	2	2013.03.23	14	1
4262	16	2013.03.23	29	1
4263	19	2013.03.23	24	1
4264	36	2013.03.23	13	1
4265	55	2013.03.23	14	2
4266	72	2013.03.23	4	1
4267	91	2013.03.23	5	2
4268	14	2013.03.23	1	1
4269	87	2013.03.23	11	2
4270	67	2013.03.23	25	1
4271	49	2013.03.24	18	1
4272	27	2013.03.24	1	1
4273	24	2013.03.24	6	1
4274	6	2013.03.24	22	2
4275	18	2013.03.24	10	1
4276	6	2013.03.24	6	1
4277	88	2013.03.24	20	2
4278	43	2013.03.24	2	1
4279	55	2013.03.24	18	2
4280	14	2013.03.24	21	1
4281	6	2013.03.24	6	1
4282	85	2013.03.25	8	1
4283	30	2013.03.25	26	1
4284	82	2013.03.25	1	2
4285	72	2013.03.25	27	1
4286	57	2013.03.25	17	1
4287	52	2013.03.25	21	2
4288	20	2013.03.25	17	2
4289	81	2013.03.25	18	2
4290	36	2013.03.25	8	1
4291	2	2013.03.25	25	2
4292	54	2013.03.25	15	2
4293	70	2013.03.25	15	1
4294	21	2013.03.25	18	1
4295	89	2013.03.25	23	1
4296	82	2013.03.25	18	2
4297	90	2013.03.25	9	2
4298	38	2013.03.25	28	1
4299	64	2013.03.25	15	1
4300	22	2013.03.25	6	2
4301	64	2013.03.25	24	1
4302	57	2013.03.25	9	1
4303	78	2013.03.25	5	1
4304	24	2013.03.25	1	2
4305	29	2013.03.25	9	2
4306	18	2013.03.25	5	1
4307	44	2013.03.25	18	1
4308	58	2013.03.25	24	1
4309	37	2013.03.25	21	1
4310	10	2013.03.26	17	1
4311	20	2013.03.26	17	1
4312	72	2013.03.26	6	2
4313	82	2013.03.26	16	1
4314	12	2013.03.26	30	2
4315	37	2013.03.26	7	1
4316	83	2013.03.26	21	2
4317	2	2013.03.26	14	1
4318	15	2013.03.26	30	2
4319	59	2013.03.26	14	1
4320	67	2013.03.26	12	2
4321	7	2013.03.26	4	1
4322	13	2013.03.26	6	1
4323	88	2013.03.26	11	2
4324	55	2013.03.26	6	1
4325	35	2013.03.26	16	1
4326	30	2013.03.26	5	2
4327	91	2013.03.26	18	1
4328	28	2013.03.26	20	2
4329	65	2013.03.26	27	1
4330	43	2013.03.26	3	1
4331	9	2013.03.26	17	1
4332	44	2013.03.26	26	1
4333	87	2013.03.26	12	2
4334	8	2013.03.26	9	1
4335	85	2013.03.26	18	1
4336	41	2013.03.26	8	1
4337	33	2013.03.26	19	1
4338	53	2013.03.26	22	1
4339	82	2013.03.26	28	2
4340	35	2013.03.26	22	1
4341	92	2013.03.27	22	1
4342	70	2013.03.27	11	1
4343	21	2013.03.27	7	1
4344	25	2013.03.27	9	1
4345	90	2013.03.27	10	1
4346	45	2013.03.27	12	1
4347	63	2013.03.27	29	1
4348	70	2013.03.27	7	1
4349	55	2013.03.27	3	2
4350	74	2013.03.27	27	2
4351	91	2013.03.27	26	2
4352	55	2013.03.27	3	2
4353	86	2013.03.27	10	1
4354	67	2013.03.27	8	1
4355	11	2013.03.27	12	1
4356	49	2013.03.27	7	2
4357	21	2013.03.27	7	1
4358	71	2013.03.27	13	1
4359	37	2013.03.27	20	1
4360	78	2013.03.27	16	1
4361	9	2013.03.27	5	1
4362	13	2013.03.27	17	1
4363	19	2013.03.27	16	1
4364	9	2013.03.27	14	1
4365	76	2013.03.27	28	1
4366	52	2013.03.27	15	1
4367	15	2013.03.27	3	1
4368	88	2013.03.27	4	1
4369	67	2013.03.27	6	1
4370	4	2013.03.27	11	2
4371	41	2013.03.27	16	2
4372	89	2013.03.27	9	2
4373	53	2013.03.27	12	1
4374	20	2013.03.27	29	1
4375	51	2013.03.27	21	2
4376	5	2013.03.27	8	2
4377	26	2013.03.27	7	1
4378	66	2013.03.28	30	1
4379	2	2013.03.28	28	1
4380	38	2013.03.29	5	1
4381	3	2013.03.29	1	2
4382	34	2013.03.29	7	1
4383	49	2013.03.29	8	1
4384	83	2013.03.29	10	1
4385	44	2013.03.29	2	1
4386	81	2013.03.29	14	1
4387	11	2013.03.29	4	1
4388	60	2013.03.29	19	2
4389	50	2013.03.29	19	2
4390	48	2013.03.29	23	2
4391	84	2013.03.29	17	1
4392	41	2013.03.29	30	1
4393	19	2013.03.29	8	2
4394	89	2013.03.29	10	1
4395	39	2013.03.29	30	1
4396	63	2013.03.29	24	1
4397	37	2013.03.29	17	1
4398	90	2013.03.29	3	1
4399	17	2013.03.30	14	1
4400	86	2013.03.30	22	2
4401	28	2013.03.30	3	1
4402	53	2013.03.30	24	2
4403	91	2013.03.30	15	2
4404	47	2013.03.30	8	1
4405	61	2013.03.30	11	1
4406	26	2013.03.30	7	1
4407	6	2013.03.30	26	1
4408	16	2013.03.30	30	1
4409	10	2013.03.30	19	1
4410	41	2013.03.30	12	1
4411	58	2013.03.30	30	2
4412	17	2013.03.30	14	1
4413	90	2013.03.30	21	1
4414	85	2013.03.30	16	1
4415	86	2013.03.30	18	1
4416	5	2013.03.30	23	2
4417	59	2013.03.30	7	1
4418	15	2013.03.30	8	2
4419	6	2013.03.30	3	1
4420	70	2013.03.30	8	2
4421	7	2013.03.30	16	2
4422	36	2013.03.30	27	1
4423	27	2013.03.30	11	2
4424	1	2013.03.30	27	1
4425	71	2013.03.30	3	1
4426	5	2013.03.30	8	1
4427	60	2013.03.30	3	1
